customer_id,acquisition_channel,region,recency_days,frequency,monetary_value,customer_aov,first_order_date,last_order_date,recency_score,frequency_score,monetary_score,rfm_segment,churned_90d
C001128,Paid Search,East,182,1,267.02,267.02,2025-07-03,2025-07-03,2,3,4,At Risk,1
C004128,Paid Search,South,25,1,267.01,267.01,2025-12-07,2025-12-07,5,3,4,Potential Loyalists,0
C004697,Email,South,260,1,266.9,266.9,2025-04-16,2025-04-16,2,3,4,At Risk,1
C004855,Organic Search,West,123,2,266.84,133.42,2025-07-18,2025-08-31,3,4,4,Loyal Customers,1
C005750,Email,North,53,3,266.69,88.9,2024-09-12,2025-11-09,4,5,4,Champions,0
C001886,Organic Search,South,233,2,266.49,133.25,2024-11-30,2025-05-13,2,4,4,At Risk,1
C009460,Email,North,268,2,266.48,133.24,2025-02-15,2025-04-08,2,4,4,At Risk,1
C004834,Paid Search,East,27,2,266.32,133.16,2025-10-18,2025-12-05,5,4,4,Champions,0
C004046,Affiliate,South,212,1,266.16,266.16,2025-06-03,2025-06-03,2,3,4,At Risk,1
C009757,Direct,East,3,1,266.11,266.11,2025-12-29,2025-12-29,5,3,4,Potential Loyalists,0
C007396,Organic Search,East,16,3,265.85,88.62,2025-04-29,2025-12-16,5,5,4,Champions,0
C004453,Email,Central,56,2,265.27,132.63,2024-12-10,2025-11-06,4,4,4,Champions,0
C005398,Direct,South,84,2,265.26,132.63,2025-07-19,2025-10-09,3,4,4,Loyal Customers,0
C008899,Paid Search,South,360,1,265.15,265.15,2025-01-06,2025-01-06,1,3,4,At Risk,1
C000437,Paid Search,West,289,1,265.13,265.13,2025-03-18,2025-03-18,1,3,4,At Risk,1
C007252,Affiliate,North,85,1,265.12,265.12,2025-10-08,2025-10-08,3,3,4,Need Attention,0
C008509,Paid Search,North,54,2,265.04,132.52,2025-05-03,2025-11-08,4,4,4,Champions,0
C000574,Email,East,21,2,264.92,132.46,2025-10-03,2025-12-11,5,4,4,Champions,0
C007886,Social,South,215,2,264.86,132.43,2025-05-22,2025-05-31,2,4,4,At Risk,1
C007092,Direct,North,18,2,264.69,132.34,2025-10-23,2025-12-14,5,4,4,Champions,0
C003281,Organic Search,Central,312,1,264.32,264.32,2025-02-23,2025-02-23,1,3,4,At Risk,1
C009175,Organic Search,East,130,2,264.19,132.09,2025-06-20,2025-08-24,3,4,4,Loyal Customers,1
C001739,Affiliate,North,83,4,263.71,65.93,2025-07-14,2025-10-10,3,5,4,Loyal Customers,0
C000130,Paid Search,North,181,1,263.56,263.56,2025-07-04,2025-07-04,2,3,4,At Risk,1
C005556,Social,East,212,1,263.54,263.54,2025-06-03,2025-06-03,2,3,4,At Risk,1
C007096,Social,South,147,1,263.4,263.4,2025-08-07,2025-08-07,3,3,4,Need Attention,1
C009191,Email,South,373,3,263.09,87.7,2024-04-04,2024-12-24,1,5,4,At Risk,1
C002023,Organic Search,West,105,1,262.95,262.95,2025-09-18,2025-09-18,3,3,4,Need Attention,1
C007055,Direct,West,35,2,262.84,131.42,2025-02-08,2025-11-27,4,4,4,Champions,0
C009321,Organic Search,East,226,1,262.82,262.82,2025-05-20,2025-05-20,2,3,4,At Risk,1
C000365,Email,Central,89,2,262.7,131.35,2025-09-07,2025-10-04,3,4,4,Loyal Customers,0
C005964,Organic Search,South,194,2,262.4,131.2,2025-03-22,2025-06-21,2,4,4,At Risk,1
C003418,Email,West,30,1,262.39,262.39,2025-12-02,2025-12-02,5,3,4,Potential Loyalists,0
C006115,Social,South,37,2,262.07,131.03,2024-09-08,2025-11-25,4,4,4,Champions,0
C000350,Paid Search,West,179,2,261.99,131.0,2025-02-25,2025-07-06,2,4,4,At Risk,1
C001917,Organic Search,Central,141,2,261.73,130.87,2024-08-24,2025-08-13,3,4,4,Loyal Customers,1
C003050,Social,South,85,2,261.7,130.85,2025-09-29,2025-10-08,3,4,4,Loyal Customers,0
C003936,Email,South,186,3,261.47,87.16,2024-07-30,2025-06-29,2,5,4,At Risk,1
C001930,Organic Search,South,72,2,261.43,130.72,2025-06-23,2025-10-21,4,4,4,Champions,0
C007870,Email,East,3,4,261.29,65.32,2025-06-21,2025-12-29,5,5,4,Champions,0
C004363,Social,Central,129,1,260.96,260.96,2025-08-25,2025-08-25,3,3,4,Need Attention,1
C007184,Organic Search,South,75,3,260.9,86.97,2025-06-28,2025-10-18,4,5,4,Champions,0
C001708,Paid Search,South,204,1,260.83,260.83,2025-06-11,2025-06-11,2,3,4,At Risk,1
C008835,Social,South,382,2,260.76,130.38,2024-11-08,2024-12-15,1,4,4,At Risk,1
C006343,Direct,East,332,1,260.61,260.61,2025-02-03,2025-02-03,1,3,4,At Risk,1
C002582,Direct,North,93,1,260.42,260.42,2025-09-30,2025-09-30,3,3,4,Need Attention,1
C008908,Affiliate,West,124,1,260.42,260.42,2025-08-30,2025-08-30,3,3,4,Need Attention,1
C001848,Organic Search,Central,113,1,260.37,260.37,2025-09-10,2025-09-10,3,3,4,Need Attention,1
C000551,Email,South,216,1,260.15,260.15,2025-05-30,2025-05-30,2,3,4,At Risk,1
C005941,Affiliate,East,30,3,260.13,86.71,2025-08-22,2025-12-02,5,5,4,Champions,0
C007471,Organic Search,West,108,2,260.01,130.0,2024-04-01,2025-09-15,3,4,4,Loyal Customers,1
C001786,Social,North,72,1,259.92,259.92,2025-10-21,2025-10-21,4,3,4,Potential Loyalists,0
C002260,Email,South,35,1,259.9,259.9,2025-11-27,2025-11-27,4,3,4,Potential Loyalists,0
C007115,Email,West,118,2,259.63,129.81,2024-11-22,2025-09-05,3,4,4,Loyal Customers,1
C002696,Direct,West,119,1,259.57,259.57,2025-09-04,2025-09-04,3,3,4,Need Attention,1
C000748,Email,South,192,1,259.42,259.42,2025-06-23,2025-06-23,2,3,4,At Risk,1
C004555,Organic Search,South,89,2,259.41,129.7,2025-07-24,2025-10-04,3,4,4,Loyal Customers,0
C009024,Paid Search,South,4,2,259.3,129.65,2025-11-16,2025-12-28,5,4,4,Champions,0
C009579,Paid Search,West,17,3,259.28,86.43,2025-02-07,2025-12-15,5,5,4,Champions,0
C008107,Organic Search,South,54,3,259.17,86.39,2025-07-17,2025-11-08,4,5,4,Champions,0
C003907,Organic Search,West,88,1,259.17,259.17,2025-10-05,2025-10-05,3,3,4,Need Attention,0
C002802,Affiliate,South,41,1,259.15,259.15,2025-11-21,2025-11-21,4,3,4,Potential Loyalists,0
C001108,Email,South,516,2,259.14,129.57,2024-05-11,2024-08-03,1,4,4,At Risk,1
C001653,Affiliate,South,117,2,258.97,129.49,2025-05-29,2025-09-06,3,4,4,Loyal Customers,1
C001474,Direct,South,225,1,258.75,258.75,2025-05-21,2025-05-21,2,3,4,At Risk,1
C008942,Affiliate,West,433,1,258.56,258.56,2024-10-25,2024-10-25,1,3,4,At Risk,1
C006359,Organic Search,South,22,2,258.53,129.26,2025-12-05,2025-12-10,5,4,4,Champions,0
C009742,Organic Search,South,106,2,258.4,129.2,2025-03-27,2025-09-17,3,4,4,Loyal Customers,1
C008144,Paid Search,South,10,1,258.16,258.16,2025-12-22,2025-12-22,5,3,4,Potential Loyalists,0
C008238,Email,North,16,1,258.09,258.09,2025-12-16,2025-12-16,5,3,4,Potential Loyalists,0
C005134,Organic Search,South,173,1,257.94,257.94,2025-07-12,2025-07-12,2,3,4,At Risk,1
C000672,Organic Search,North,55,1,257.83,257.83,2025-11-07,2025-11-07,4,3,4,Potential Loyalists,0
C001016,Organic Search,West,417,1,257.62,257.62,2024-11-10,2024-11-10,1,3,4,At Risk,1
C000463,Affiliate,North,93,1,257.51,257.51,2025-09-30,2025-09-30,3,3,4,Need Attention,1
C004685,Paid Search,North,149,1,257.47,257.47,2025-08-05,2025-08-05,3,3,4,Need Attention,1
C002962,Direct,North,59,1,257.42,257.42,2025-11-03,2025-11-03,4,3,4,Potential Loyalists,0
C003675,Direct,West,31,3,257.25,85.75,2025-11-19,2025-12-01,5,5,4,Champions,0
C001998,Email,South,115,2,257.18,128.59,2025-03-28,2025-09-08,3,4,4,Loyal Customers,1
C004702,Email,South,109,1,257.16,257.16,2025-09-14,2025-09-14,3,3,4,Need Attention,1
C006287,Email,South,178,1,257.08,257.08,2025-07-07,2025-07-07,2,3,4,At Risk,1
C005360,Affiliate,West,88,2,257.07,128.53,2025-03-25,2025-10-05,3,4,4,Loyal Customers,0
C001675,Social,West,440,2,256.79,128.39,2024-04-05,2024-10-18,1,4,4,At Risk,1
C001075,Email,North,139,5,256.75,51.35,2024-06-05,2025-08-15,3,5,4,Loyal Customers,1
C007395,Email,North,157,2,256.73,128.37,2025-05-09,2025-07-28,3,4,4,Loyal Customers,1
C001829,Email,East,6,2,256.56,128.28,2025-11-01,2025-12-26,5,4,4,Champions,0
C005132,Email,West,118,2,256.45,128.22,2025-06-29,2025-09-05,3,4,4,Loyal Customers,1
C003723,Affiliate,North,1,1,256.26,256.26,2025-12-31,2025-12-31,5,3,4,Potential Loyalists,0
C009880,Organic Search,South,14,2,256.06,128.03,2025-08-31,2025-12-18,5,4,4,Champions,0
C007362,Direct,East,216,1,255.9,255.9,2025-05-30,2025-05-30,2,3,4,At Risk,1
C008742,Affiliate,Central,93,2,255.88,127.94,2025-09-10,2025-09-30,3,4,4,Loyal Customers,1
C000464,Organic Search,South,86,2,255.86,127.93,2025-06-18,2025-10-07,3,4,4,Loyal Customers,0
C005154,Affiliate,South,207,2,255.82,127.91,2025-04-08,2025-06-08,2,4,4,At Risk,1
C001095,Direct,North,152,3,255.81,85.27,2024-02-24,2025-08-02,3,5,4,Loyal Customers,1
C000762,Direct,West,24,1,255.8,255.8,2025-12-08,2025-12-08,5,3,4,Potential Loyalists,0
C005108,Email,South,210,2,255.42,127.71,2025-02-09,2025-06-05,2,4,4,At Risk,1
C007514,Affiliate,East,36,2,255.21,127.61,2025-11-01,2025-11-26,4,4,4,Champions,0
C004689,Organic Search,North,207,1,255.05,255.05,2025-06-08,2025-06-08,2,3,4,At Risk,1
C006750,Social,East,19,1,254.99,254.99,2025-12-13,2025-12-13,5,3,4,Potential Loyalists,0
C003963,Email,East,192,1,254.81,254.81,2025-06-23,2025-06-23,2,3,4,At Risk,1
C009200,Organic Search,South,174,2,254.57,127.28,2025-07-09,2025-07-11,2,4,4,At Risk,1
C005722,Paid Search,West,318,1,254.54,254.54,2025-02-17,2025-02-17,1,3,4,At Risk,1
C007296,Paid Search,West,150,1,254.46,254.46,2025-08-04,2025-08-04,3,3,4,Need Attention,1
C002863,Organic Search,South,593,1,254.4,254.4,2024-05-18,2024-05-18,1,3,4,At Risk,1
C009293,Organic Search,East,343,1,254.37,254.37,2025-01-23,2025-01-23,1,3,4,At Risk,1
C006227,Social,South,25,1,254.08,254.08,2025-12-07,2025-12-07,5,3,4,Potential Loyalists,0
C009544,Paid Search,North,108,2,253.77,126.89,2025-08-15,2025-09-15,3,4,4,Loyal Customers,1
C002734,Organic Search,South,519,1,253.74,253.74,2024-07-31,2024-07-31,1,3,4,At Risk,1
C003149,Affiliate,East,253,2,253.71,126.85,2025-01-31,2025-04-23,2,4,4,At Risk,1
C006772,Paid Search,North,152,2,253.65,126.83,2025-06-04,2025-08-02,3,4,4,Loyal Customers,1
C001671,Direct,South,386,2,253.65,126.83,2024-05-26,2024-12-11,1,4,4,At Risk,1
C001321,Affiliate,South,53,1,253.5,253.5,2025-11-09,2025-11-09,4,3,4,Potential Loyalists,0
C006328,Affiliate,North,514,1,253.45,253.45,2024-08-05,2024-08-05,1,3,4,At Risk,1
C009090,Organic Search,South,128,1,253.42,253.42,2025-08-26,2025-08-26,3,3,4,Need Attention,1
C003822,Social,Central,37,1,253.39,253.39,2025-11-25,2025-11-25,4,3,4,Potential Loyalists,0
C006818,Affiliate,West,103,1,253.34,253.34,2025-09-20,2025-09-20,3,3,4,Need Attention,1
C003807,Affiliate,Central,94,1,253.25,253.25,2025-09-29,2025-09-29,3,3,4,Need Attention,1
C006243,Organic Search,West,45,2,253.15,126.57,2025-07-06,2025-11-17,4,4,4,Champions,0
C006997,Paid Search,East,45,1,252.99,252.99,2025-11-17,2025-11-17,4,3,4,Potential Loyalists,0
C001673,Organic Search,East,2,2,252.97,126.48,2025-11-03,2025-12-30,5,4,4,Champions,0
C008053,Affiliate,East,149,1,252.86,252.86,2025-08-05,2025-08-05,3,3,4,Need Attention,1
C006655,Organic Search,North,302,1,252.71,252.71,2025-03-05,2025-03-05,1,3,4,At Risk,1
C006284,Organic Search,West,101,2,252.62,126.31,2024-10-08,2025-09-22,3,4,4,Loyal Customers,1
C001796,Social,South,104,1,252.43,252.43,2025-09-19,2025-09-19,3,3,4,Need Attention,1
C005541,Organic Search,North,249,1,252.37,252.37,2025-04-27,2025-04-27,2,3,4,At Risk,1
C007320,Social,South,79,2,252.35,126.18,2024-12-14,2025-10-14,4,4,4,Champions,0
C008569,Organic Search,East,28,1,252.13,252.13,2025-12-04,2025-12-04,5,3,4,Potential Loyalists,0
C009373,Paid Search,East,79,3,252.11,84.04,2025-09-28,2025-10-14,4,5,4,Champions,0
C001600,Email,South,69,2,251.96,125.98,2025-09-07,2025-10-24,4,4,4,Champions,0
C002447,Paid Search,West,98,3,251.84,83.95,2025-07-14,2025-09-25,3,5,4,Loyal Customers,1
C007752,Email,South,344,2,251.77,125.89,2024-10-15,2025-01-22,1,4,4,At Risk,1
C002590,Organic Search,South,39,2,251.72,125.86,2025-07-04,2025-11-23,4,4,4,Champions,0
C003872,Organic Search,West,34,1,251.64,251.64,2025-11-28,2025-11-28,5,3,4,Potential Loyalists,0
C006138,Direct,West,208,1,251.46,251.46,2025-06-07,2025-06-07,2,3,4,At Risk,1
C007588,Social,North,93,2,251.45,125.72,2025-05-07,2025-09-30,3,4,4,Loyal Customers,1
C002357,Social,South,89,3,251.32,83.77,2025-08-02,2025-10-04,3,5,4,Loyal Customers,0
C006311,Direct,West,269,1,251.32,251.32,2025-04-07,2025-04-07,2,3,4,At Risk,1
C008213,Social,Central,87,2,251.19,125.59,2024-10-19,2025-10-06,3,4,4,Loyal Customers,0
C002086,Paid Search,South,172,2,251.15,125.58,2025-07-02,2025-07-13,2,4,4,At Risk,1
C007832,Email,East,92,2,251.12,125.56,2025-08-06,2025-10-01,3,4,4,Loyal Customers,1
C003782,Direct,North,339,2,250.83,125.41,2025-01-14,2025-01-27,1,4,4,At Risk,1
C003247,Email,South,7,2,250.59,125.3,2025-12-20,2025-12-25,5,4,4,Champions,0
C003810,Social,West,305,2,250.33,125.17,2024-08-30,2025-03-02,1,4,4,At Risk,1
C007113,Organic Search,Central,312,1,250.05,250.05,2025-02-23,2025-02-23,1,3,4,At Risk,1
C007890,Paid Search,Central,188,1,249.83,249.83,2025-06-27,2025-06-27,2,3,4,At Risk,1
C006553,Direct,North,245,1,249.64,249.64,2025-05-01,2025-05-01,2,3,4,At Risk,1
C008285,Organic Search,West,35,2,249.35,124.67,2025-11-07,2025-11-27,4,4,4,Champions,0
C002194,Paid Search,West,266,2,249.27,124.63,2024-06-08,2025-04-10,2,4,4,At Risk,1
C002445,Affiliate,South,7,1,249.21,249.21,2025-12-25,2025-12-25,5,3,4,Potential Loyalists,0
C003310,Organic Search,West,97,2,249.17,124.59,2024-09-05,2025-09-26,3,4,4,Loyal Customers,1
C009022,Organic Search,West,29,3,249.13,83.04,2025-11-13,2025-12-03,5,5,4,Champions,0
C006481,Email,East,22,1,248.9,248.9,2025-12-10,2025-12-10,5,3,4,Potential Loyalists,0
C003633,Email,North,152,2,248.85,124.42,2025-05-28,2025-08-02,3,4,4,Loyal Customers,1
C004237,Email,South,170,2,248.79,124.39,2025-05-27,2025-07-15,2,4,4,At Risk,1
C005973,Paid Search,North,474,1,248.54,248.54,2024-09-14,2024-09-14,1,3,4,At Risk,1
C004538,Paid Search,East,158,1,248.48,248.48,2025-07-27,2025-07-27,3,3,4,Need Attention,1
C005936,Social,North,531,1,248.29,248.29,2024-07-19,2024-07-19,1,3,4,At Risk,1
C003099,Affiliate,South,106,2,247.86,123.93,2024-07-11,2025-09-17,3,4,4,Loyal Customers,1
C001295,Paid Search,South,96,2,247.76,123.88,2025-03-27,2025-09-27,3,4,4,Loyal Customers,1
C003537,Paid Search,South,24,1,247.36,247.36,2025-12-08,2025-12-08,5,3,4,Potential Loyalists,0
C006083,Paid Search,North,133,2,247.18,123.59,2025-04-18,2025-08-21,3,4,4,Loyal Customers,1
C004928,Social,South,110,2,247.02,123.51,2024-12-16,2025-09-13,3,4,4,Loyal Customers,1
C006496,Organic Search,West,468,2,247.01,123.51,2024-07-08,2024-09-20,1,4,4,At Risk,1
C002072,Organic Search,South,59,2,246.62,123.31,2025-10-31,2025-11-03,4,4,4,Champions,0
C000171,Paid Search,South,21,2,246.49,123.25,2025-04-29,2025-12-11,5,4,4,Champions,0
C007209,Organic Search,West,208,1,246.28,246.28,2025-06-07,2025-06-07,2,3,4,At Risk,1
C005068,Email,South,175,3,246.21,82.07,2024-12-27,2025-07-10,2,5,4,At Risk,1
C002988,Paid Search,North,160,3,246.01,82.0,2024-06-14,2025-07-25,3,5,4,Loyal Customers,1
C007260,Organic Search,West,324,1,245.99,245.99,2025-02-11,2025-02-11,1,3,4,At Risk,1
C005439,Paid Search,North,89,1,245.95,245.95,2025-10-04,2025-10-04,3,3,4,Need Attention,0
C006532,Organic Search,West,137,2,245.92,122.96,2025-07-18,2025-08-17,3,4,4,Loyal Customers,1
C005685,Organic Search,South,208,3,245.66,81.89,2025-05-13,2025-06-07,2,5,4,At Risk,1
C007505,Paid Search,North,171,1,245.63,245.63,2025-07-14,2025-07-14,2,3,4,At Risk,1
C006792,Paid Search,South,60,2,245.61,122.81,2025-10-22,2025-11-02,4,4,4,Champions,0
C003748,Paid Search,East,257,1,245.41,245.41,2025-04-19,2025-04-19,2,3,4,At Risk,1
C009886,Organic Search,East,241,1,245.13,245.13,2025-05-05,2025-05-05,2,3,4,At Risk,1
C006993,Email,East,478,1,245.07,245.07,2024-09-10,2024-09-10,1,3,4,At Risk,1
C008229,Direct,North,249,2,245.05,122.53,2025-01-09,2025-04-27,2,4,4,At Risk,1
C004696,Paid Search,Central,367,3,244.96,81.65,2024-07-26,2024-12-30,1,5,4,At Risk,1
C007538,Paid Search,West,353,1,244.93,244.93,2025-01-13,2025-01-13,1,3,4,At Risk,1
C009924,Organic Search,West,403,3,244.88,81.63,2024-05-04,2024-11-24,1,5,4,At Risk,1
C004687,Paid Search,South,45,2,244.87,122.44,2025-04-25,2025-11-17,4,4,4,Champions,0
C002061,Direct,North,355,1,244.81,244.81,2025-01-11,2025-01-11,1,3,4,At Risk,1
C004517,Organic Search,South,71,1,244.77,244.77,2025-10-22,2025-10-22,4,3,4,Potential Loyalists,0
C004614,Paid Search,South,328,1,244.75,244.75,2025-02-07,2025-02-07,1,3,4,At Risk,1
C007238,Organic Search,Central,284,1,244.71,244.71,2025-03-23,2025-03-23,1,3,4,At Risk,1
C002958,Direct,West,66,2,244.58,122.29,2025-08-16,2025-10-27,4,4,4,Champions,0
C005610,Direct,East,284,1,244.57,244.57,2025-03-23,2025-03-23,1,3,4,At Risk,1
C001945,Direct,North,184,1,244.09,244.09,2025-07-01,2025-07-01,2,3,4,At Risk,1
C002520,Affiliate,West,534,1,243.84,243.84,2024-07-16,2024-07-16,1,3,4,At Risk,1
C002256,Paid Search,North,259,1,243.78,243.78,2025-04-17,2025-04-17,2,3,4,At Risk,1
C002177,Social,South,189,1,243.69,243.69,2025-06-26,2025-06-26,2,3,4,At Risk,1
C008933,Social,West,250,2,243.61,121.81,2025-02-28,2025-04-26,2,4,4,At Risk,1
C002443,Social,West,26,3,243.57,81.19,2024-12-22,2025-12-06,5,5,4,Champions,0
C009698,Direct,South,23,2,243.29,121.64,2025-01-27,2025-12-09,5,4,4,Champions,0
C009861,Social,West,217,1,243.17,243.17,2025-05-29,2025-05-29,2,3,4,At Risk,1
C003985,Affiliate,South,21,2,242.93,121.46,2025-07-17,2025-12-11,5,4,4,Champions,0
C009718,Paid Search,West,197,2,242.93,121.47,2024-12-22,2025-06-18,2,4,4,At Risk,1
C003040,Social,Central,3,2,242.66,121.33,2025-09-13,2025-12-29,5,4,4,Champions,0
C009512,Email,South,11,1,242.38,242.38,2025-12-21,2025-12-21,5,3,4,Potential Loyalists,0
C002120,Affiliate,South,146,2,242.19,121.09,2024-06-30,2025-08-08,3,4,4,Loyal Customers,1
C000014,Affiliate,West,178,1,242.18,242.18,2025-07-07,2025-07-07,2,3,4,At Risk,1
C009927,Organic Search,Central,286,1,242.11,242.11,2025-03-21,2025-03-21,1,3,4,At Risk,1
C004408,Organic Search,South,49,1,242.09,242.09,2025-11-13,2025-11-13,4,3,4,Potential Loyalists,0
C003489,Social,West,73,1,242.09,242.09,2025-10-20,2025-10-20,4,3,4,Potential Loyalists,0
C005145,Organic Search,South,2,2,241.91,120.96,2025-11-13,2025-12-30,5,4,4,Champions,0
C001679,Direct,East,50,1,241.86,241.86,2025-11-12,2025-11-12,4,3,4,Potential Loyalists,0
C008561,Paid Search,South,35,2,241.84,120.92,2025-10-29,2025-11-27,4,4,4,Champions,0
C001611,Paid Search,South,137,2,241.75,120.88,2025-04-12,2025-08-17,3,4,4,Loyal Customers,1
C006491,Organic Search,South,73,2,241.52,120.76,2025-04-26,2025-10-20,4,4,4,Champions,0
C007095,Affiliate,Central,37,1,241.5,241.5,2025-11-25,2025-11-25,4,3,4,Potential Loyalists,0
C007342,Direct,South,21,1,241.49,241.49,2025-12-11,2025-12-11,5,3,4,Potential Loyalists,0
C003643,Email,West,376,1,241.34,241.34,2024-12-21,2024-12-21,1,3,4,At Risk,1
C003819,Social,East,34,3,241.2,80.4,2025-01-13,2025-11-28,5,5,4,Champions,0
C005430,Organic Search,North,405,1,241.06,241.06,2024-11-22,2024-11-22,1,3,4,At Risk,1
C008148,Email,West,315,1,241.04,241.04,2025-02-20,2025-02-20,1,3,4,At Risk,1
C000286,Organic Search,South,470,1,240.98,240.98,2024-09-18,2024-09-18,1,3,4,At Risk,1
C000160,Organic Search,East,18,2,240.86,120.43,2025-05-29,2025-12-14,5,4,4,Champions,0
C009609,Paid Search,West,41,1,240.8,240.8,2025-11-21,2025-11-21,4,3,4,Potential Loyalists,0
C004249,Email,West,11,4,240.77,60.19,2025-03-02,2025-12-21,5,5,4,Champions,0
C007747,Paid Search,North,206,1,240.49,240.49,2025-06-09,2025-06-09,2,3,4,At Risk,1
C001054,Email,West,13,1,240.37,240.37,2025-12-19,2025-12-19,5,3,4,Potential Loyalists,0
C004293,Social,West,137,1,240.13,240.13,2025-08-17,2025-08-17,3,3,4,Need Attention,1
C003579,Direct,East,224,1,239.71,239.71,2025-05-22,2025-05-22,2,3,4,At Risk,1
C008961,Organic Search,South,87,1,239.7,239.7,2025-10-06,2025-10-06,3,3,4,Need Attention,0
C005781,Email,North,44,4,239.68,59.92,2025-07-21,2025-11-18,4,5,4,Champions,0
C004912,Paid Search,South,53,1,239.45,239.45,2025-11-09,2025-11-09,4,3,4,Potential Loyalists,0
C007578,Affiliate,West,31,1,239.44,239.44,2025-12-01,2025-12-01,5,3,4,Potential Loyalists,0
C009554,Organic Search,West,1,2,239.3,119.65,2025-08-10,2025-12-31,5,4,4,Champions,0
C008204,Social,North,466,1,239.2,239.2,2024-09-22,2024-09-22,1,3,4,At Risk,1
C002104,Direct,East,30,1,239.03,239.03,2025-12-02,2025-12-02,5,3,4,Potential Loyalists,0
C000753,Paid Search,South,59,3,238.93,79.64,2025-08-06,2025-11-03,4,5,4,Champions,0
C007097,Paid Search,South,356,1,238.79,238.79,2025-01-10,2025-01-10,1,3,4,At Risk,1
C002928,Direct,North,303,3,238.75,79.58,2024-07-27,2025-03-04,1,5,4,At Risk,1
C008097,Affiliate,West,70,1,238.55,238.55,2025-10-23,2025-10-23,4,3,4,Potential Loyalists,0
C000532,Direct,East,113,1,238.47,238.47,2025-09-10,2025-09-10,3,3,4,Need Attention,1
C000276,Direct,South,122,1,238.28,238.28,2025-09-01,2025-09-01,3,3,4,Need Attention,1
C007448,Affiliate,South,174,1,238.21,238.21,2025-07-11,2025-07-11,2,3,4,At Risk,1
C008764,Organic Search,Central,220,1,238.15,238.15,2025-05-26,2025-05-26,2,3,4,At Risk,1
C006589,Direct,East,28,2,238.08,119.04,2025-05-28,2025-12-04,5,4,4,Champions,0
C006978,Organic Search,West,154,3,238.02,79.34,2025-04-29,2025-07-31,3,5,4,Loyal Customers,1
C004398,Organic Search,East,68,3,237.99,79.33,2025-04-27,2025-10-25,4,5,4,Champions,0
C000514,Paid Search,South,28,1,237.78,237.78,2025-12-04,2025-12-04,5,3,4,Potential Loyalists,0
C006420,Direct,East,14,3,237.76,79.25,2025-10-29,2025-12-18,5,5,4,Champions,0
C003112,Direct,South,335,1,237.64,237.64,2025-01-31,2025-01-31,1,3,4,At Risk,1
C004665,Organic Search,North,342,2,237.48,118.74,2024-11-16,2025-01-24,1,4,4,At Risk,1
C007460,Direct,Central,14,2,237.42,118.71,2025-12-14,2025-12-18,5,4,4,Champions,0
C005749,Email,North,269,2,237.38,118.69,2024-10-29,2025-04-07,2,4,4,At Risk,1
C008797,Social,South,6,3,237.25,79.08,2025-10-27,2025-12-26,5,5,4,Champions,0
C003389,Affiliate,South,57,2,237.22,118.61,2024-05-19,2025-11-05,4,4,4,Champions,0
C002428,Organic Search,East,3,3,237.18,79.06,2024-10-30,2025-12-29,5,5,4,Champions,0
C002008,Paid Search,West,46,1,237.08,237.08,2025-11-16,2025-11-16,4,3,4,Potential Loyalists,0
C003857,Social,West,121,1,236.75,236.75,2025-09-02,2025-09-02,3,3,4,Need Attention,1
C005266,Direct,West,9,2,236.36,118.18,2025-11-05,2025-12-23,5,4,4,Champions,0
C005872,Organic Search,South,200,2,236.35,118.18,2024-09-14,2025-06-15,2,4,4,At Risk,1
C006020,Paid Search,North,164,2,236.29,118.15,2024-12-17,2025-07-21,2,4,4,At Risk,1
C000272,Email,West,259,2,236.26,118.13,2024-09-25,2025-04-17,2,4,4,At Risk,1
C008430,Organic Search,North,480,2,236.24,118.12,2024-08-28,2024-09-08,1,4,4,At Risk,1
C000252,Organic Search,East,36,2,236.14,118.07,2024-11-15,2025-11-26,4,4,4,Champions,0
C002336,Affiliate,East,5,1,236.13,236.13,2025-12-27,2025-12-27,5,3,4,Potential Loyalists,0
C005815,Social,North,169,1,235.98,235.98,2025-07-16,2025-07-16,2,3,4,At Risk,1
C007393,Social,South,73,2,235.82,117.91,2024-10-31,2025-10-20,4,4,4,Champions,0
C003347,Social,West,78,2,235.67,117.83,2024-12-26,2025-10-15,4,4,4,Champions,0
C009305,Organic Search,West,54,2,235.43,117.72,2025-08-25,2025-11-08,4,4,4,Champions,0
C009969,Affiliate,West,82,1,235.4,235.4,2025-10-11,2025-10-11,3,3,4,Need Attention,0
C003792,Direct,South,192,3,235.12,78.37,2024-08-07,2025-06-23,2,5,4,At Risk,1
C001392,Direct,North,643,1,234.89,234.89,2024-03-29,2024-03-29,1,3,4,At Risk,1
C005405,Paid Search,North,166,3,234.6,78.2,2025-01-11,2025-07-19,2,5,4,At Risk,1
C000533,Organic Search,South,583,1,234.37,234.37,2024-05-28,2024-05-28,1,3,4,At Risk,1
C001430,Organic Search,South,105,1,234.22,234.22,2025-09-18,2025-09-18,3,3,4,Need Attention,1
C006286,Organic Search,North,433,2,234.12,117.06,2024-05-11,2024-10-25,1,4,4,At Risk,1
C003222,Affiliate,West,24,1,234.01,234.01,2025-12-08,2025-12-08,5,3,4,Potential Loyalists,0
C006789,Affiliate,East,430,2,234.0,117.0,2024-04-20,2024-10-28,1,4,4,At Risk,1
C002218,Affiliate,East,26,1,233.97,233.97,2025-12-06,2025-12-06,5,3,4,Potential Loyalists,0
